"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"18","16658664","SLC25A33","84275","solute carrier family 25 member 33",5.5352777749962,6.33209008775625,27.3855389311543,2.64647427307456e-12,1.33849352166261e-11,18.387522751728
"19","16658690","PIK3CD","5293","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",5.94865347260062,4.75616955139731,26.9361006032087,3.22688978222683e-12,1.5739758908119e-11,18.2175318925443
"20","16658962","ANGPTL7","10218","angiopoietin like 7",3.49585859122996,4.0682460453597,6.79564886382896,1.78498470278792e-05,2.11663350952324e-05,2.88658614169544
"21","16659046","DRAXIN","374946","dorsal inhibitory axon guidance protein",3.90507317163227,3.27169635752139,14.2878487335322,5.72399363163611e-09,1.20408817442985e-08,11.1671904347414
"22","16659138","RNU5E-1","26829","RNA, U5E small nuclear 1",7.41462972872107,7.30085593439475,16.4063569542641,1.15018248090648e-09,2.81764732850508e-09,12.760438193088
"23","16659366","PRAMEF12","390999","PRAME family member 12",1.94431624846192,1.57825070368276,6.05264805041886,5.41002025348175e-05,6.10808738296326e-05,1.73187554142569
"24","16659605","EFHD2","79180","EF-hand domain family member D2",8.5797270226513,6.76698950974498,48.1494009626976,2.93559633139937e-15,8.86065314706782e-14,23.3851098289232
"25","16659623","CELA2A","63036","chymotrypsin like elastase 2A",3.64712241478613,3.1085646646342,8.11738615049296,2.95801232420533e-06,3.86568442766058e-06,4.75849994578317
"26","16659727","SLC25A34","284723","solute carrier family 25 member 34",3.60960630461789,4.03210025407861,12.1417481122145,3.67360718946242e-08,6.69779310242803e-08,9.28710847006797
"27","16659794","CLCNKA","1187","chloride voltage-gated channel Ka",3.50308876904262,2.7278071148813,12.1346206428673,3.69807097347623e-08,6.73679595943343e-08,9.28034239280768
"28","16659825","CLCNKB","1188","chloride voltage-gated channel Kb",3.24530735292617,3.48491513937093,6.64483023482856,2.22216491287091e-05,2.6096457481154e-05,2.65835904753941
"29","16659856","LOC101927479","101927479","uncharacterized LOC101927479",3.20619222987489,4.25078139708063,8.11828923521034,2.9545914894046e-06,3.86198092973427e-06,4.75970370498831
"30","16660057","MIR3972","100616188","microRNA 3972",2.89371736706671,3.07685186626329,7.66585528762181,5.33766092327541e-06,6.71545102775377e-06,4.14414000595801
"31","16660233","LOC105376819","105376819","uncharacterized LOC105376819",2.16753858925419,2.36118582470424,5.82205925888999,7.75064498842389e-05,8.63369629656834e-05,1.35789915997367
"32","16660260","HTR6","3362","5-hydroxytryptamine receptor 6",2.86217357492852,2.68908693625109,7.06195921467962,1.22119853678793e-05,1.47089261798729e-05,3.28205406340795
"33","16660269","OTUD3","23252","OTU deubiquitinase 3",4.33160045326439,5.27913178986121,24.6283616561152,9.42145058057119e-12,3.99209531226606e-11,17.2800345945966
"34","16660282","PLA2G5","5322","phospholipase A2 group V",4.25521699983985,5.08150373905675,14.5624323907575,4.5949943666732e-09,9.86140343532605e-09,11.3871234419339
"35","16660299","PLA2G2F","64600","phospholipase A2 group IIF",2.59416602459684,2.47889885788114,6.36937216108773,3.34153756718907e-05,3.85066851000071e-05,2.23345363976929
"36","16660360","CDA","978","cytidine deaminase",7.77697641654873,6.34130398450201,36.0967845145989,9.55050352485923e-14,9.25512712718317e-13,21.0472264381635
"37","16660455","LINC02596","105376834","long intergenic non-protein coding RNA 2596",2.90156028018889,3.06531975171646,8.75181997534446,1.3412728031006e-06,1.84481083704054e-06,5.58054376768236
"38","16660458","LDLRAD2","401944","low density lipoprotein receptor class A domain containing 2",5.35678766465646,4.91167703150818,19.4337299094458,1.57290477587049e-10,4.71943156645136e-10,14.6852095460028
"39","16660575","C1QA","712","complement C1q A chain",6.95824443941958,6.06472925505901,27.9118187595257,2.1064642371535e-12,1.11508726311103e-11,18.5817450028844
"40","16660581","C1QC","714","complement C1q C chain",8.26459826468174,7.40424902483164,41.7851982799648,1.63143186981385e-14,2.64864146996951e-13,22.2967433060324
"41","16660587","C1QB","713","complement C1q B chain",7.86197172396878,7.04657887922482,39.8132476855167,2.92602651175553e-14,3.85524687993623e-13,21.8976043540986
"42","16660713","LYPLA2","11313","lysophospholipase 2",2.73224320916074,3.1478869639362,4.93195436702694,0.000332963295237925,0.000355838636132133,-0.154057256041349
"43","16660734","MIR378F","100616492","microRNA 378f",1.79489948723006,2.90992603371195,5.49665560321994,0.000130371379629984,0.000142759806617623,0.817577713636132
"44","16660822","NCMAP","400746","non-compact myelin associated protein",6.6383072023567,5.87647303889095,25.5945273599105,5.94807066083143e-12,2.68070581837471e-11,17.6862585949425
"45","16661051","PDIK1L","149420","PDLIM1 interacting kinase 1 like",4.10376929781682,5.01678599406684,19.1121663206266,1.91542015341305e-10,5.65685126097749e-10,14.4975405262737
"46","16661071","CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",3.44509173059865,3.26857947693598,12.4164807769666,2.85153612504606e-08,5.31984907933175e-08,9.54508221180834
"47","16661192","HMGN2","3151","high mobility group nucleosomal binding domain 2",3.87722754197342,5.15795805006937,14.5118129028775,4.78357316758354e-09,1.02227708485546e-08,11.3469000910807
"48","16661314","SFN","2810","stratifin",1.9391849492034,4.06459816495629,2.98268889150962,0.0112765393720462,0.0114188410384832,-3.73684092234478
"49","16661435","LOC105376892","105376892","uncharacterized LOC105376892",2.59532552306529,2.25204715954546,8.67581228609482,1.47123708674442e-06,2.01346506463775e-06,5.48450119055426
"50","16661443","FAM76A","199870","family with sequence similarity 76 member A",3.44143181833498,4.15458350722914,16.8957501341347,8.15698794990587e-10,2.05880248217801e-09,13.0972561528792
"51","16661495","SCARNA1","677774","small Cajal body-specific RNA 1",2.59672547510997,3.45503884742716,5.44838888055694,0.000141004177081715,0.000153865254593314,0.736191504256581
"52","16661497","THEMIS2","9473","thymocyte selection associated family member 2",8.06597815149106,5.56172842663666,45.7519617723967,5.44734543649641e-15,1.26655593541153e-13,23.0074289857159
"53","16661508","SMPDL3B","27293","sphingomyelin phosphodiesterase acid like 3B",3.70059928921094,3.96298667316702,10.8105739510741,1.34952960782286e-07,2.20071990569378e-07,7.95470570111598
"54","16661636","RAB42","115273","RAB42, member RAS oncogene family",3.50638148225633,3.74018027132166,11.8056189700145,5.04239299932205e-08,8.95276468848869e-08,8.96388296611346
"55","16661642","LINC01715","105378616","long intergenic non-protein coding RNA 1715",2.63454505834916,3.66480487539348,6.30807073010994,3.66421134670619e-05,4.2070337918909e-05,2.13746462286191
"56","16661730","PTPRU","10076","protein tyrosine phosphatase receptor type U",7.28490114077494,7.7513946964411,41.0393570631335,2.02820119747041e-14,3.04693239254687e-13,22.149657094117
"57","16661862","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",5.7950749609732,4.51486367068166,29.315627873084,1.1689763668988e-12,6.76505232558849e-12,19.0756340485072
"58","16661890","HCRTR1","3061","hypocretin receptor 1",3.56366748959161,2.86802801443275,10.7568586031596,1.42620884234168e-07,2.31201137782909e-07,7.89787307032936
"59","16662009","IQCC","55721","IQ motif containing C",4.5444093486457,5.03049715655577,14.1089929973382,6.61815397602258e-09,1.37590689296141e-08,11.0216000269206
"60","16662018","DCDC2B","149069","doublecortin domain containing 2B",4.19062846009035,4.83361850907846,11.2017297828438,9.08506891374783e-08,1.53281419108874e-07,8.36110966268433
"61","16662052","LCK","3932","LCK proto-oncogene, Src family tyrosine kinase",4.59331541395848,3.31719427452118,16.7092048823793,9.28836839416618e-10,2.31856843830097e-09,12.9701406086753
"62","16662108","TSSK3","81629","testis specific serine kinase 3",3.58088975345128,3.94737205543522,8.80188616853993,1.26241520561657e-06,1.74473683111889e-06,5.64345344663445
"63","16662113","ZBTB8B","728116","zinc finger and BTB domain containing 8B",2.51108467557371,3.74062843045022,7.16320517281469,1.0596226368702e-05,1.28688020498449e-05,3.42991226303234
"64","16662123","ZBTB8A","653121","zinc finger and BTB domain containing 8A",5.14207002419262,6.31121705402841,24.1564326243375,1.18698382905352e-11,4.86929775260109e-11,17.0739308620318
"65","16662313","GJB5","2709","gap junction protein beta 5",3.4156592168365,3.27723813929386,9.38684489182137,6.33649490642962e-07,9.22028670595022e-07,6.35825004372311
"66","16662329","GJA4","2701","gap junction protein alpha 4",7.29892856287588,5.18263712329796,26.8917528582893,3.29122029449141e-12,1.60179212557348e-11,18.2005473724084
"67","16662619","MIR4255","100422898","microRNA 4255",1.70308630662403,2.11463938182351,5.27179961025487,0.000188372278155384,0.00020396405961205,0.435741087409077
"68","16662712","LOC105378654","105378654","uncharacterized LOC105378654",2.10802217096739,1.73818981069783,6.99255652948525,1.34698890589878e-05,1.61530654288572e-05,3.17991052624225
"69","16662724","LINC01685","105378656","long intergenic non-protein coding RNA 1685",2.06480778740906,1.84627762278368,8.58652961769781,1.64134049691574e-06,2.2291063920961e-06,5.37085099954573
"70","16662728","LOC105378662","105378662","uncharacterized LOC105378662",4.82403579316169,5.33877408027446,26.7724047949505,3.47133278672997e-12,1.68074832499508e-11,18.1546480537761
"71","16662945","MFSD2A","84879","major facilitator superfamily domain containing 2A",4.96053015878209,5.89101415715275,30.349747148589,7.70772066260116e-13,4.81184079316087e-12,19.4183668871152
"72","16663212","LOC105378678","105378678","uncharacterized LOC105378678",5.47898927931383,6.61145214322563,15.9195969831829,1.6342512217449e-09,3.8556375184946e-09,12.4144512494513
"73","16663376","ZNF691","51058","zinc finger protein 691",4.39969868836375,5.11554137909794,23.0017207113122,2.12862416833182e-11,7.97627962848712e-11,16.546969810428
"74","16663398","FAM183A","440585","family with sequence similarity 183 member A",3.19268125132272,3.64654260012801,8.99598514613306,1.00054174417682e-06,1.40674458903493e-06,5.88472420412346
"75","16663773","DPH2","1802","diphthamide biosynthesis 2",3.51782652581148,3.79359675462145,9.20842459255354,7.79122743926661e-07,1.11852047415095e-06,6.14410386728158
"76","16663812","B4GALT2","8704","beta-1,4-galactosyltransferase 2",6.01975447652955,6.84980499193513,36.893678586335,7.33866490758715e-14,7.60447481762574e-13,21.2413583894373
"77","16663828","CCDC24","149473","coiled-coil domain containing 24",3.46721451306384,3.71528170480578,8.91576484279581,1.1009388182886e-06,1.53673683163746e-06,5.78550982129261
"78","16664003","SNORD46","94161","small nucleolar RNA, C/D box 46",9.61764480786987,10.0149337909987,46.5603165098424,4.40689434175522e-15,1.10256139805131e-13,23.1387962674124
"79","16664005","PLK3","1263","polo like kinase 3",6.43422044156474,4.99532242113654,26.6489700891771,3.66887786792858e-12,1.76599973452597e-11,18.1068824626512
"80","16664072","LINC01144","400752","long intergenic non-protein coding RNA 1144",3.03722495388401,4.36835023023386,9.33277308414724,6.74388874734854e-07,9.77418236950515e-07,6.2937028313996
"81","16664091","MMACHC","25974","metabolism of cobalamin associated C",2.82943885350543,3.29155828478606,9.00217402604261,9.93214536012891e-07,1.39793618116895e-06,5.89234930873389
"82","16664150","TMEM69","51249","transmembrane protein 69",6.93729867307369,7.59942313211413,40.7964214529299,2.17907258997121e-14,3.19338477550347e-13,22.1007471264535
"83","16664218","TSPAN1","10103","tetraspanin 1",2.92352863448145,2.49748723727633,6.0561405750643,5.38094689585134e-05,6.07734819339201e-05,1.73748276424497
"84","16664341","MKNK1-AS1","100507423","MKNK1 antisense RNA 1",2.78606735610484,2.52693190086253,7.69198114033252,5.15509318959083e-06,6.50067328238936e-06,4.18037736567815
"85","16664350","TEX38","374973","testis expressed 38",3.05163574226702,3.60510764644417,6.48058229380945,2.83063567523576e-05,3.290157700592e-05,2.40626132897311
"86","16664421","CYP4A22","284541","cytochrome P450 family 4 subfamily A member 22",1.84371986612976,1.82725300789826,4.56594202959069,0.000625790722785769,0.00065893790301334,-0.805272320677384
"87","16664438","LINC00853","100874253","long intergenic non-protein coding RNA 853",4.13154298415075,4.53613211274313,9.62109521468765,4.85284910464668e-07,7.20481658586984e-07,6.63440903727243
"88","16664486","SLC5A9","200010","solute carrier family 5 member 9",3.6871888463249,2.78753191839241,10.9527046083975,1.16720932278365e-07,1.92777041764971e-07,8.10388044515043
"89","16664559","FAF1-AS1","105378715","FAF1 antisense RNA 1",1.82124028430794,3.07644375444598,4.74293972121525,0.0004602031194114,0.000487544119421512,-0.488386884888888
"90","16664579","MIR4421","100616189","microRNA 4421",1.27488054613519,1.4405397202791,2.97553569393853,0.0114283446562723,0.0115707813260919,-3.75007855607132
"91","16664690","TXNDC12-AS1","104355143","TXNDC12 antisense RNA 1",3.15751550770201,2.70871328161454,8.06346045341743,3.17015325608808e-06,4.12326713284435e-06,4.68644186764205
"92","16664708","ZFYVE9","9372","zinc finger FYVE-type containing 9",5.55359065021668,6.4289725107717,33.1915230164948,2.62568006526645e-13,2.03978451351278e-12,20.2777356729995
"93","16664748","GPX7","2882","glutathione peroxidase 7",7.0058576497219,8.07025668097989,35.3771591769972,1.2175746173972e-13,1.11427551912011e-12,20.8659155905721
"94","16664765","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",6.79677864726404,7.44759773637584,45.1969283166437,6.31431729525779e-15,1.39892955564971e-13,22.9147414942953
"95","16664878","LINC01771","105378732","long intergenic non-protein coding RNA 1771",2.78237839146405,2.92206178827434,6.40101098216105,3.18691764992285e-05,3.67957854649805e-05,2.28279117754732
"96","16664912","LRRC42","115353","leucine rich repeat containing 42",5.15026491226843,5.82161479373279,31.6440910242503,4.6646861460842e-13,3.22751155007719e-12,19.8240635368496
"97","16665094","TMEM61","199964","transmembrane protein 61",3.61914270497642,3.01580675715635,9.87556807894896,3.6528171752064e-07,5.53686639319468e-07,6.92815437669729
"98","16665176","LINC01767","105378744","long intergenic non-protein coding RNA 1767",3.30343780000439,3.9837841132297,13.3733338598889,1.22388307429352e-08,2.43887057203251e-08,10.4025439349495
"99","16665182","PRKAA2","5563","protein kinase AMP-activated catalytic subunit alpha 2",2.70509067022257,4.10700568668629,11.4694646793976,6.9753611309762e-08,1.20466866776439e-07,8.63194419609072
"100","16665302","HOOK1","51361","hook microtubule tethering protein 1",3.5599517051633,4.01491689870816,5.95513444940368,6.29267877160827e-05,7.05741031484275e-05,1.57463038200206
"101","16665558","DLEU2L","79469","deleted in lymphocytic leukemia 2 like",4.50079033405257,4.521719861639,14.4186953661515,5.1526220986968e-09,1.09474502452131e-08,11.2725293512282
"102","16665588","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",3.44516750000963,5.08846092763155,9.63720815748915,4.76550950237774e-07,7.08473848297458e-07,6.65319981643026
"103","16665654","MIR4794","100616338","microRNA 4794",2.31401648780228,1.8113263019055,6.12339730336539,4.8521712807259e-05,5.5028071401545e-05,1.84513069415376
"104","16665656","RAVER2","55225","ribonucleoprotein, PTB binding 2",6.22903527857324,7.09556971479233,26.9370937771736,3.22546474282395e-12,1.5739758908119e-11,18.2179118251215
"105","16665796","SGIP1","84251","SH3GL interacting endocytic adaptor 1",6.18615567482558,4.28618360324996,26.1469015410325,4.60709942286933e-12,2.15269439153344e-11,17.9094555708805
"106","16666055","CTH","1491","cystathionine gamma-lyase",3.81156116420039,4.34964797588261,11.0115341944219,1.09965542490353e-07,1.82214371590662e-07,8.1651195343789
"107","16666112","LOC105378797","105378797","uncharacterized LOC105378797",1.30098417109587,1.71878024220422,3.51878341763427,0.00414953494514788,0.00423842594521469,-2.7366730035482
"108","16666204","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",6.86855217349276,7.63565934214081,43.7463055087827,9.36948190377436e-15,1.77416180220589e-13,22.6624678678163
"109","16666224","LHX8","431707","LIM homeobox 8",5.47593950808564,6.79790183002779,26.2708308515532,4.35358447355937e-12,2.04618470257291e-11,17.958662133405
"110","16666336","ST6GALNAC5","81849","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",3.45645575024618,5.27031739889966,14.252280515359,5.89085997164854e-09,1.23445409596966e-08,11.1383857844963
"111","16666392","MIGA1","374986","mitoguardin 1",5.79424629007241,6.75036961363238,32.6764564157516,3.16976610752631e-13,2.35673005508736e-12,20.130343716959
"112","16666437","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",5.17419225042326,5.97920646053555,27.5640900043293,2.44813680604521e-12,1.26046480311248e-11,18.4539925799061
"113","16666537","LINC01781","101927412","long intergenic non-protein coding RNA 1781",2.56944118283442,1.62559702533655,8.21040773107597,2.62690973449679e-06,3.45908866379605e-06,4.88197840463202
"114","16666545","ADGRL2","23266","adhesion G protein-coupled receptor L2",5.95730758578252,6.86760220091481,34.6022425389576,1.59019701991465e-13,1.36421074198675e-12,20.664020548579
"115","16666603","LINC01712","101927542","long intergenic non-protein coding RNA 1712",2.46296590428086,3.15129708418793,6.27514086329723,3.85103978207814e-05,4.41306892477781e-05,2.08568553356067
"116","16666681","SPATA1","100505741","spermatogenesis associated 1",5.62226668013796,4.92407845856419,21.2435832060979,5.47950276367759e-11,1.83673602572585e-10,15.6771783567523
"117","16666725","LOC105378821","105378821","uncharacterized LOC105378821",2.62453309316016,2.55801874389358,10.1875771190815,2.59879068498845e-07,4.03969825353745e-07,7.27971613170829
"118","16666738","CCN1","3491","cellular communication network factor 1",9.40879671230138,6.48195281102572,46.3311874765826,4.67803390162979e-15,1.15531975424629e-13,23.1019882456629
"119","16666851","HS2ST1","9653","heparan sulfate 2-O-sulfotransferase 1",7.89345409306536,8.51166965510713,49.8510126615085,1.92773976147946e-15,6.7470891651781e-14,23.6324597570208
"120","16666881","LMO4","8543","LIM domain only 4",4.97572711981987,5.90894875462461,20.8652730905264,6.78151453617637e-11,2.22333660428702e-10,15.4784107377018
"121","16666943","GBP6","163351","guanylate binding protein family member 6",1.76016517832412,2.89012530412749,4.04689175032945,0.00157592911806192,0.00163121182898339,-1.75300827990251
"122","16666977","LRRC8C","84230","leucine rich repeat containing 8 VRAC subunit C",3.65667136050897,2.36466622935938,10.9692570620903,1.14776245653723e-07,1.89851105178858e-07,8.12114060670336
"123","16667037","CDC7","8317","cell division cycle 7",4.7577298062356,3.72877828105867,19.7487996901765,1.30062654136447e-10,3.99166168012043e-10,14.8656008811384
"124","16667119","KIAA1107","23285","KIAA1107",3.92528097012299,5.70667016849541,18.0260177583648,3.8159886091062e-10,1.04927726903129e-09,13.835651180565
"125","16667175","SNORA66","26782","small nucleolar RNA, H/ACA box 66",4.03059432634542,4.67855896149787,8.55981429093859,1.69624100353407e-06,2.29797525288329e-06,5.33666803306461
"126","16667258","FNBP1L","54874","formin binding protein 1 like",6.80720898527019,7.73016173403644,38.9203254189101,3.84825732279241e-14,4.70660468103607e-13,21.7056023441968
"127","16667277","BCAR3-AS1","100129046","BCAR3 antisense RNA 1",2.89827183497844,3.37972849247797,9.26606198294097,7.28559350821434e-07,1.05083746786608e-06,6.21364730715175
"128","16667286","MIR760","100126348","microRNA 760",3.63180774386815,3.59682722241648,10.0192112064951,3.11960662330219e-07,4.78596679443422e-07,7.09116416600707
"129","16667368","LOC729970","729970","hCG2028352-like",5.58734897162308,6.74664407575999,32.2528924097881,3.70881087009807e-13,2.67294365008163e-12,20.0064674642723
"130","16667481","DPYD-AS1","100873932","DPYD antisense RNA 1",4.41404162262514,3.76195220577331,15.4834287357671,2.2578030385532e-09,5.16383176700731e-09,12.0946675105403
"131","16667530","PALMD","54873","palmdelphin",9.49329267238378,7.301335362082,45.9061970454121,5.2299510414964e-15,1.23788049831102e-13,23.0328218466557
"132","16667733","SLC30A7","148867","solute carrier family 30 member 7",3.99765637410342,3.80220258664434,12.7805308535455,2.05351736852772e-08,3.92566655575607e-08,9.8786429839757
"133","16667752","LOC101928334","101928334","uncharacterized LOC101928334",4.2973231742176,2.86817191710215,13.1062938174407,1.54128243413777e-08,3.02194231723079e-08,10.1694168606531
"134","16667783","DNAJA1P5","94236","DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5",2.51828447558425,2.37782571180636,8.2561782791023,2.47874422283799e-06,3.27297581054317e-06,4.94235600722533
"135","16668079","GPSM2","29899","G protein signaling modulator 2",2.75126422657351,3.43515074972751,17.0306515746987,7.4318046901439e-10,1.89981642817198e-09,13.1882244298338
"136","16668109","SCARNA2","677766","small Cajal body-specific RNA 2",7.84849783427874,8.25647792592195,30.2787399076222,7.92779413804984e-13,4.92121560644981e-12,19.3953768286234
"137","16668111","KIAA1324","57535","KIAA1324",6.7469955763402,6.76328496719697,44.8172229145919,6.9928909931171e-15,1.49866034597511e-13,22.8501315547693
"138","16668250","CYB561D1","284613","cytochrome b561 family member D1",4.29578561450878,4.40029388389062,9.56789935711583,5.1535980669046e-07,7.61524259605485e-07,6.57218663830922
"139","16668288","AMPD2","271","adenosine monophosphate deaminase 2",6.62303821248966,6.62060575261974,33.7872495901996,2.11926565251999e-13,1.72370432553542e-12,20.4439012911904
"140","16668397","GSTM5","2949","glutathione S-transferase mu 5",5.50440017268537,6.99155788090831,30.3257091067539,7.78147335115712e-13,4.84661403335806e-12,19.4105928571663
"141","16668505","LINC01397","104355139","long intergenic non-protein coding RNA 1397",3.55667836598617,3.19061576587125,9.95517881969008,3.34618850359749e-07,5.10856620734837e-07,7.01874492045461
"142","16668517","SLC6A17","388662","solute carrier family 6 member 17",3.28995531420463,2.78480831410316,7.8974436817635,3.93177704246421e-06,5.0568985417151e-06,4.46238298621158
"143","16668582","CD53","963","CD53 molecule",10.5992745554791,7.79727552026632,51.188174485249,1.39895448527107e-15,5.81957868315575e-14,23.8157832856839
"144","16668677","PIFO","128344","primary cilia formation",4.42794273888875,5.28877115609931,15.7122967173896,1.90365540287519e-09,4.42147989795931e-09,12.2636431379075
"145","16668702","C1orf162","128346","chromosome 1 open reading frame 162",8.96318019359636,6.34721002553934,49.5901466048543,2.0542092503e-15,7.00346987926114e-14,23.5955878526229
"146","16668761","LINC01750","643355","long intergenic non-protein coding RNA 1750",3.26174589887309,2.85974745930124,10.7543649144418,1.42988047323678e-07,2.31682184533318e-07,7.8952285507682
"147","16668861","TAFA3","284467","TAFA chemokine like family member 3",3.18947443060107,2.19292877367998,9.4402374966797,5.95999848726369e-07,8.7090362083489e-07,6.42168923559189
"148","16668919","MAGI3","260425","membrane associated guanylate kinase, WW and PDZ domain containing 3",4.01343069984977,4.8748059032093,15.293112015097,2.60654940808687e-09,5.87970349852986e-09,11.9521315238549
"149","16669058","LINC01765","105378916","long intergenic non-protein coding RNA 1765",3.81129366958023,2.63768339538346,8.92752943575916,1.08556370864506e-06,1.51656246345743e-06,5.80010398059705
"150","16669087","SLC22A15","55356","solute carrier family 22 member 15",4.5911835454543,3.75798033024017,16.1150109108851,1.41764725221601e-09,3.39822182862708e-09,12.5547010968676
"151","16669161","MIR320B1","100302117","microRNA 320b-1",2.70418443910257,2.36655245773092,9.08067275836213,9.05104037321409e-07,1.28380783909784e-06,5.98870502067382
"152","16669169","CD2","914","CD2 molecule",8.33790122447586,5.52686942883989,30.0398923554871,8.71936110549308e-13,5.32220742802825e-12,19.3174658792521
"153","16669278","TENT5C","54855","terminal nucleotidyltransferase 5C",9.8551631363355,7.64940449006308,35.9108734150558,1.01642279256306e-13,9.6508830809018e-13,21.0009417223281
"154","16669321","LOC105378930","105378930","uncharacterized LOC105378930",1.80000298678614,1.82546775732098,5.35252660104977,0.000164922284355625,0.000179221904386459,0.573612073183662
"155","16669324","WARS2-AS1","101929147","WARS2 antisense RNA 1",3.17079878158455,3.53016490577142,9.80515079663761,3.94922854004226e-07,5.95597611585562e-07,6.84751026191176
"156","16669414","LOC105378938","105378938","uncharacterized LOC105378938",5.30284590083868,5.94417202232273,16.4418534283764,1.12151557446483e-09,2.75562825988746e-09,12.7852340141223
"157","16669422","FAM72B","653820","family with sequence similarity 72 member B",4.55293227912502,4.40335952159433,9.0480288187563,9.40683542375817e-07,1.32997372342778e-06,5.94871605918185
"158","16669454","EMBP1","647121","embigin pseudogene 1",4.41816070187289,4.28355087340093,11.2524204335678,8.63823227086966e-08,1.46531498691215e-07,8.41283652774475
"159","16669566","RNVU1-3","101954272","RNA, variant U1 small nuclear 3",2.70098012624551,3.98424949596299,6.1451665833453,4.69303765038907e-05,5.32600685401175e-05,1.87983827403398
"160","16669785","RNVU1-6","101954276","RNA, variant U1 small nuclear 6",1.39054305814021,2.09862281826494,3.15201549632349,0.00821674357841177,0.00834612114015891,-3.42228598701638
"161","16669814","ANKRD34A","284615","ankyrin repeat domain 34A",3.67257524262266,4.42249318536054,12.3459191637427,3.0418141152957e-08,5.64283531960691e-08,9.47934681292114
"162","16669821","LIX1L","128077","limb and CNS expressed 1 like",5.55750892347467,6.61700232083127,28.6071595524315,1.5680133043616e-12,8.6339142616731e-12,18.8306591194525
"163","16669850","ITGA10","8515","integrin subunit alpha 10",7.02825186853882,7.11885924973342,29.5160098219922,1.0771489300052e-12,6.33390523631297e-12,19.1433950925865
"164","16669905","PIAS3","10401","protein inhibitor of activated STAT 3",6.10120613372728,6.94939150599474,36.559884564472,8.18918912068339e-14,8.12743053002967e-13,21.1608739440906
